,Agency Name,Employee Last Name,Employee First Name,Participant Last Name,Participant First Name,Participant Timezone,Scheduled Visit Start,Scheduled Visit End,Actual Visit Start,Actual Visit End,Notes,Status ,SVS,SVE,DayOftheWeek,WeekOfyear,Day,Month,Year,hourDigit,SchedMin,AcctMIn,StartDif,EndDif,HoursDif,Untis,Difference,Code,Timelaps,Split,split_csum,Count,Grouping,MaxSVS,MinSVS,StartDate,EndDate
103,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-01-19 05:00:00,2022-01-19 09:30:00,2022-01-19 05:00:49,2022-01-19 16:51:04,,Complete Real Time,2022-01-19 05:00:00,2022-01-19 09:30:00,2,3,19,1,2022,5,270.0,710.25,0.8166666666666667,441.06666666666666,7.3375,18.0,440.25,5_John_Smith,1,0,3,1,1_3_3,21,18,1/18/2022,1/21/2022
105,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-01-20 05:00:00,2022-01-20 09:30:00,2022-01-20 05:00:51,2022-01-20 16:50:10,,Complete Real Time,2022-01-20 05:00:00,2022-01-20 09:30:00,3,3,20,1,2022,5,270.0,709.3166666666667,0.85,440.1666666666667,7.321944444444445,18.0,439.3166666666667,5_John_Smith,1,0,3,1,1_3_3,21,18,1/18/2022,1/21/2022
107,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-01-21 05:00:00,2022-01-21 10:00:00,2022-01-21 05:01:57,2022-01-21 10:00:41,,Complete Real Time,2022-01-21 05:00:00,2022-01-21 10:00:00,4,3,21,1,2022,5,300.0,298.73333333333335,1.95,0.6833333333333333,-0.02111111111111086,20.0,-1.2666666666666515,5_John_Smith,1,0,3,1,1_3_3,21,18,1/18/2022,1/21/2022
113,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-01-24 05:00:00,2022-01-24 09:30:00,2022-01-24 05:00:52,2022-01-24 09:30:22,,Complete Real Time,2022-01-24 05:00:00,2022-01-24 09:30:00,0,4,24,1,2022,5,270.0,269.5,0.8666666666666667,0.36666666666666664,-0.008333333333333333,18.0,-0.5,5_John_Smith,3,1,3,1,1_4_3,27,24,1/24/2022,1/27/2022
115,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-01-25 05:00:00,2022-01-25 09:30:00,2022-01-25 05:00:51,2022-01-25 16:51:13,,Complete Real Time,2022-01-25 05:00:00,2022-01-25 09:30:00,1,4,25,1,2022,5,270.0,710.3666666666667,0.85,441.21666666666664,7.339444444444444,18.0,440.3666666666667,5_John_Smith,1,0,3,1,1_4_3,27,24,1/24/2022,1/27/2022
117,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-01-26 05:00:00,2022-01-26 09:30:00,2022-01-26 05:01:16,2022-01-26 16:50:33,,Complete Real Time,2022-01-26 05:00:00,2022-01-26 09:30:00,2,4,26,1,2022,5,270.0,709.2833333333333,1.2666666666666666,440.55,7.3213888888888885,18.0,439.2833333333333,5_John_Smith,1,0,3,1,1_4_3,27,24,1/24/2022,1/27/2022
119,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-01-27 05:00:00,2022-01-27 09:30:00,2022-01-27 05:00:35,2022-01-27 16:51:26,,Complete Real Time,2022-01-27 05:00:00,2022-01-27 09:30:00,3,4,27,1,2022,5,270.0,710.85,0.5833333333333334,441.43333333333334,7.3475,18.0,440.85,5_John_Smith,1,0,3,1,1_4_3,27,24,1/24/2022,1/27/2022
126,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-01-31 05:00:00,2022-01-31 09:30:00,2022-01-31 05:00:47,2022-01-31 09:36:43,,Complete Real Time,2022-01-31 05:00:00,2022-01-31 09:30:00,0,5,31,1,2022,5,270.0,275.93333333333334,0.7833333333333333,6.716666666666667,0.09888888888888896,18.0,5.933333333333337,5_John_Smith,4,1,3,1,1_5_3,31,31,1/31/2022,1/31/2022
129,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-02-02 05:00:00,2022-02-02 09:30:00,2022-02-02 05:00:46,2022-02-02 17:40:44,,Complete Real Time,2022-02-02 05:00:00,2022-02-02 09:30:00,2,5,2,2,2022,5,270.0,759.9666666666667,0.7666666666666667,490.73333333333335,8.166111111111112,18.0,489.9666666666667,5_John_Smith,2,1,4,1,2_5_4,4,2,2/2/2022,2/4/2022
131,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-02-03 05:00:00,2022-02-03 09:30:00,2022-02-03 05:00:00,2022-02-03 09:30:00,,Completed Manually,2022-02-03 05:00:00,2022-02-03 09:30:00,3,5,3,2,2022,5,270.0,270.0,0.0,0.0,0.0,18.0,0.0,5_John_Smith,1,0,4,1,2_5_4,4,2,2/2/2022,2/4/2022
133,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-02-04 05:00:00,2022-02-04 10:00:00,2022-02-04 05:00:00,2022-02-04 10:00:00,,Completed Manually,2022-02-04 05:00:00,2022-02-04 10:00:00,4,5,4,2,2022,5,300.0,300.0,0.0,0.0,0.0,20.0,0.0,5_John_Smith,1,0,4,1,2_5_4,4,2,2/2/2022,2/4/2022
139,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-02-07 05:00:00,2022-02-07 09:30:00,2022-02-07 05:00:00,2022-02-07 09:30:00,,Completed Manually,2022-02-07 05:00:00,2022-02-07 09:30:00,0,6,7,2,2022,5,270.0,270.0,0.0,0.0,0.0,18.0,0.0,5_John_Smith,3,1,3,1,2_6_3,11,7,2/7/2022,2/11/2022
141,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-02-08 05:00:00,2022-02-08 09:30:00,2022-02-08 05:00:24,2022-02-08 13:26:22,,Complete Real Time,2022-02-08 05:00:00,2022-02-08 09:30:00,1,6,8,2,2022,5,270.0,505.96666666666664,0.4,236.36666666666667,3.9327777777777775,18.0,235.96666666666664,5_John_Smith,1,0,3,1,2_6_3,11,7,2/7/2022,2/11/2022
143,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-02-09 05:00:00,2022-02-09 09:30:00,2022-02-09 04:54:15,2022-02-09 14:27:10,,Complete Real Time,2022-02-09 05:00:00,2022-02-09 09:30:00,2,6,9,2,2022,5,270.0,572.9166666666666,-5.75,297.1666666666667,5.048611111111111,18.0,302.91666666666663,5_John_Smith,1,0,3,1,2_6_3,11,7,2/7/2022,2/11/2022
145,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-02-10 05:00:00,2022-02-10 09:30:00,2022-02-10 04:55:37,2022-02-10 09:30:32,,Complete Real Time,2022-02-10 05:00:00,2022-02-10 09:30:00,3,6,10,2,2022,5,270.0,274.9166666666667,-4.383333333333334,0.5333333333333333,0.08194444444444476,18.0,4.916666666666686,5_John_Smith,1,0,3,1,2_6_3,11,7,2/7/2022,2/11/2022
147,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-02-11 05:00:00,2022-02-11 10:00:00,2022-02-11 04:56:22,2022-02-11 10:08:04,,Complete Real Time,2022-02-11 05:00:00,2022-02-11 10:00:00,4,6,11,2,2022,5,300.0,311.7,-3.6333333333333333,8.066666666666666,0.1949999999999998,20.0,11.699999999999989,5_John_Smith,1,0,3,1,2_6_3,11,7,2/7/2022,2/11/2022
153,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-02-14 05:00:00,2022-02-14 09:30:00,2022-02-14 05:00:34,2022-02-14 09:30:59,,Complete Real Time,2022-02-14 05:00:00,2022-02-14 09:30:00,0,7,14,2,2022,5,270.0,270.4166666666667,0.5666666666666667,0.9833333333333333,0.006944444444444761,18.0,0.4166666666666856,5_John_Smith,3,1,3,1,2_7_3,18,14,2/14/2022,2/18/2022
155,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-02-15 05:00:00,2022-02-15 09:30:00,2022-02-15 05:00:34,2022-02-15 09:30:39,,Complete Real Time,2022-02-15 05:00:00,2022-02-15 09:30:00,1,7,15,2,2022,5,270.0,270.0833333333333,0.5666666666666667,0.65,0.001388888888888573,18.0,0.08333333333331439,5_John_Smith,1,0,3,1,2_7_3,18,14,2/14/2022,2/18/2022
157,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-02-16 05:00:00,2022-02-16 09:30:00,2022-02-16 05:00:33,2022-02-16 16:50:27,,Complete Real Time,2022-02-16 05:00:00,2022-02-16 09:30:00,2,7,16,2,2022,5,270.0,709.9,0.55,440.45,7.331666666666666,18.0,439.9,5_John_Smith,1,0,3,1,2_7_3,18,14,2/14/2022,2/18/2022
159,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-02-17 05:00:00,2022-02-17 09:30:00,2022-02-17 05:00:44,2022-02-17 10:59:28,,Complete Real Time,2022-02-17 05:00:00,2022-02-17 09:30:00,3,7,17,2,2022,5,270.0,358.73333333333335,0.7333333333333333,89.46666666666667,1.4788888888888891,18.0,88.73333333333335,5_John_Smith,1,0,3,1,2_7_3,18,14,2/14/2022,2/18/2022
161,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-02-18 05:00:00,2022-02-18 10:00:00,2022-02-18 04:55:58,2022-02-18 10:16:43,,Complete Real Time,2022-02-18 05:00:00,2022-02-18 10:00:00,4,7,18,2,2022,5,300.0,320.75,-4.033333333333333,16.716666666666665,0.3458333333333333,20.0,20.75,5_John_Smith,1,0,3,1,2_7_3,18,14,2/14/2022,2/18/2022
167,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-02-21 05:00:00,2022-02-21 09:30:00,2022-02-21 05:00:30,2022-02-21 09:30:34,,Complete Real Time,2022-02-21 05:00:00,2022-02-21 09:30:00,0,8,21,2,2022,5,270.0,270.06666666666666,0.5,0.5666666666666667,0.001111111111111048,18.0,0.06666666666666288,5_John_Smith,3,1,3,1,2_8_3,25,21,2/21/2022,2/25/2022
169,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-02-22 05:00:00,2022-02-22 09:30:00,2022-02-22 05:01:06,2022-02-22 16:50:27,,Complete Real Time,2022-02-22 05:00:00,2022-02-22 09:30:00,1,8,22,2,2022,5,270.0,709.35,1.1,440.45,7.322500000000001,18.0,439.35,5_John_Smith,1,0,3,1,2_8_3,25,21,2/21/2022,2/25/2022
171,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-02-23 05:00:00,2022-02-23 09:30:00,2022-02-23 05:04:58,2022-02-23 09:30:48,,Complete Real Time,2022-02-23 05:00:00,2022-02-23 09:30:00,2,8,23,2,2022,5,270.0,265.8333333333333,4.966666666666667,0.8,-0.06944444444444477,18.0,-4.166666666666686,5_John_Smith,1,0,3,1,2_8_3,25,21,2/21/2022,2/25/2022
173,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-02-24 05:00:00,2022-02-24 09:30:00,2022-02-24 05:01:12,2022-02-24 17:00:40,,Complete Real Time,2022-02-24 05:00:00,2022-02-24 09:30:00,3,8,24,2,2022,5,270.0,719.4666666666667,1.2,450.6666666666667,7.4911111111111115,18.0,449.4666666666667,5_John_Smith,1,0,3,1,2_8_3,25,21,2/21/2022,2/25/2022
175,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-02-25 05:00:00,2022-02-25 10:00:00,2022-02-25 05:00:29,2022-02-25 10:00:45,,Complete Real Time,2022-02-25 05:00:00,2022-02-25 10:00:00,4,8,25,2,2022,5,300.0,300.26666666666665,0.48333333333333334,0.75,0.004444444444444192,20.0,0.2666666666666515,5_John_Smith,1,0,3,1,2_8_3,25,21,2/21/2022,2/25/2022
181,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-02-28 05:00:00,2022-02-28 09:30:00,2022-02-28 05:01:11,2022-02-28 09:30:49,,Complete Real Time,2022-02-28 05:00:00,2022-02-28 09:30:00,0,9,28,2,2022,5,270.0,269.6333333333333,1.1833333333333333,0.8166666666666667,-0.006111111111111237,18.0,-0.36666666666667425,5_John_Smith,3,1,3,1,2_9_3,28,28,2/28/2022,2/28/2022
183,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-03-01 05:00:00,2022-03-01 09:30:00,2022-03-01 04:39:34,2022-03-01 18:51:17,,Complete Real Time,2022-03-01 05:00:00,2022-03-01 09:30:00,1,9,1,3,2022,5,270.0,851.7166666666667,-20.433333333333334,561.2833333333333,9.695277777777779,18.0,581.7166666666667,5_John_Smith,1,0,3,1,3_9_3,4,1,3/1/2022,3/4/2022
185,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-03-02 05:00:00,2022-03-02 09:30:00,2022-03-02 05:00:50,2022-03-02 09:30:09,,Complete Real Time,2022-03-02 05:00:00,2022-03-02 09:30:00,2,9,2,3,2022,5,270.0,269.31666666666666,0.8333333333333334,0.15,-0.011388888888888952,18.0,-0.6833333333333371,5_John_Smith,1,0,3,1,3_9_3,4,1,3/1/2022,3/4/2022
187,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-03-03 05:00:00,2022-03-03 09:30:00,2022-03-03 05:00:46,2022-03-03 09:30:18,,Complete Real Time,2022-03-03 05:00:00,2022-03-03 09:30:00,3,9,3,3,2022,5,270.0,269.53333333333336,0.7666666666666667,0.3,-0.007777777777777336,18.0,-0.46666666666664014,5_John_Smith,1,0,3,1,3_9_3,4,1,3/1/2022,3/4/2022
189,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-03-04 05:00:00,2022-03-04 10:00:00,2022-03-04 04:48:22,2022-03-04 16:50:22,,Complete Real Time,2022-03-04 05:00:00,2022-03-04 10:00:00,4,9,4,3,2022,5,300.0,722.0,-11.633333333333333,410.3666666666667,7.033333333333333,20.0,422.0,5_John_Smith,1,0,3,1,3_9_3,4,1,3/1/2022,3/4/2022
195,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-03-07 05:00:00,2022-03-07 09:30:00,2022-03-07 05:00:29,2022-03-07 16:50:34,,Complete Real Time,2022-03-07 05:00:00,2022-03-07 09:30:00,0,10,7,3,2022,5,270.0,710.0833333333334,0.48333333333333334,440.56666666666666,7.334722222222223,18.0,440.08333333333337,5_John_Smith,3,1,3,1,3_10_3,11,7,3/7/2022,3/11/2022
197,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-03-08 05:00:00,2022-03-08 09:30:00,2022-03-08 05:00:40,2022-03-08 16:50:35,,Complete Real Time,2022-03-08 05:00:00,2022-03-08 09:30:00,1,10,8,3,2022,5,270.0,709.9166666666666,0.6666666666666666,440.5833333333333,7.331944444444444,18.0,439.91666666666663,5_John_Smith,1,0,3,1,3_10_3,11,7,3/7/2022,3/11/2022
199,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-03-09 05:00:00,2022-03-09 09:30:00,2022-03-09 04:54:13,2022-03-09 11:34:48,,Complete Real Time,2022-03-09 05:00:00,2022-03-09 09:30:00,2,10,9,3,2022,5,270.0,400.5833333333333,-5.783333333333333,124.8,2.1763888888888885,18.0,130.58333333333331,5_John_Smith,1,0,3,1,3_10_3,11,7,3/7/2022,3/11/2022
201,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-03-10 05:00:00,2022-03-10 09:30:00,2022-03-10 05:09:41,2022-03-10 09:30:34,,Complete Real Time,2022-03-10 05:00:00,2022-03-10 09:30:00,3,10,10,3,2022,5,270.0,260.8833333333333,9.683333333333334,0.5666666666666667,-0.15194444444444458,18.0,-9.116666666666674,5_John_Smith,1,0,3,1,3_10_3,11,7,3/7/2022,3/11/2022
203,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-03-11 05:00:00,2022-03-11 10:00:00,2022-03-11 04:59:56,2022-03-11 10:00:27,,Complete Real Time,2022-03-11 05:00:00,2022-03-11 10:00:00,4,10,11,3,2022,5,300.0,300.51666666666665,-0.06666666666666667,0.45,0.008611111111110858,20.0,0.5166666666666515,5_John_Smith,1,0,3,1,3_10_3,11,7,3/7/2022,3/11/2022
209,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-03-14 05:00:00,2022-03-14 09:30:00,2022-03-14 04:52:56,2022-03-14 09:31:12,,Complete Real Time,2022-03-14 05:00:00,2022-03-14 09:30:00,0,11,14,3,2022,5,270.0,278.26666666666665,-7.066666666666666,1.2,0.13777777777777753,18.0,8.266666666666652,5_John_Smith,3,1,3,1,3_11_3,18,14,3/14/2022,3/18/2022
211,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-03-15 05:00:00,2022-03-15 09:30:00,2022-03-15 05:00:49,2022-03-15 09:30:40,,Complete Real Time,2022-03-15 05:00:00,2022-03-15 09:30:00,1,11,15,3,2022,5,270.0,269.85,0.8166666666666667,0.6666666666666666,-0.002499999999999621,18.0,-0.14999999999997726,5_John_Smith,1,0,3,1,3_11_3,18,14,3/14/2022,3/18/2022
213,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-03-16 05:00:00,2022-03-16 09:30:00,2022-03-16 05:00:46,2022-03-16 16:50:55,,Complete Real Time,2022-03-16 05:00:00,2022-03-16 09:30:00,2,11,16,3,2022,5,270.0,710.15,0.7666666666666667,440.9166666666667,7.3358333333333325,18.0,440.15,5_John_Smith,1,0,3,1,3_11_3,18,14,3/14/2022,3/18/2022
215,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-03-17 05:00:00,2022-03-17 09:30:00,2022-03-17 05:00:48,2022-03-17 16:51:04,,Complete Real Time,2022-03-17 05:00:00,2022-03-17 09:30:00,3,11,17,3,2022,5,270.0,710.2666666666667,0.8,441.06666666666666,7.337777777777777,18.0,440.26666666666665,5_John_Smith,1,0,3,1,3_11_3,18,14,3/14/2022,3/18/2022
217,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-03-18 05:00:00,2022-03-18 10:00:00,2022-03-18 05:00:26,2022-03-18 16:50:50,,Complete Real Time,2022-03-18 05:00:00,2022-03-18 10:00:00,4,11,18,3,2022,5,300.0,710.4,0.43333333333333335,410.8333333333333,6.84,20.0,410.4,5_John_Smith,1,0,3,1,3_11_3,18,14,3/14/2022,3/18/2022
223,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-03-21 05:00:00,2022-03-21 09:30:00,2022-03-21 05:01:43,2022-03-21 09:30:47,,Complete Real Time,2022-03-21 05:00:00,2022-03-21 09:30:00,0,12,21,3,2022,5,270.0,269.06666666666666,1.7166666666666666,0.7833333333333333,-0.01555555555555562,18.0,-0.9333333333333371,5_John_Smith,3,1,3,1,3_12_3,25,21,3/21/2022,3/25/2022
225,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-03-22 05:00:00,2022-03-22 09:30:00,2022-03-22 05:00:55,2022-03-22 16:59:34,,Complete Real Time,2022-03-22 05:00:00,2022-03-22 09:30:00,1,12,22,3,2022,5,270.0,718.65,0.9166666666666666,449.56666666666666,7.4775,18.0,448.65,5_John_Smith,1,0,3,1,3_12_3,25,21,3/21/2022,3/25/2022
227,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-03-23 05:00:00,2022-03-23 09:30:00,2022-03-23 05:00:50,2022-03-23 09:30:34,,Complete Real Time,2022-03-23 05:00:00,2022-03-23 09:30:00,2,12,23,3,2022,5,270.0,269.73333333333335,0.8333333333333334,0.5666666666666667,-0.004444444444444192,18.0,-0.2666666666666515,5_John_Smith,1,0,3,1,3_12_3,25,21,3/21/2022,3/25/2022
229,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-03-24 05:00:00,2022-03-24 09:30:00,2022-03-24 05:00:34,2022-03-24 16:51:16,,Complete Real Time,2022-03-24 05:00:00,2022-03-24 09:30:00,3,12,24,3,2022,5,270.0,710.7,0.5666666666666667,441.26666666666665,7.345000000000001,18.0,440.70000000000005,5_John_Smith,1,0,3,1,3_12_3,25,21,3/21/2022,3/25/2022
231,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-03-25 05:00:00,2022-03-25 10:00:00,2022-03-25 05:00:47,2022-03-25 16:52:06,,Complete Real Time,2022-03-25 05:00:00,2022-03-25 10:00:00,4,12,25,3,2022,5,300.0,711.3166666666667,0.7833333333333333,412.1,6.855277777777778,20.0,411.3166666666667,5_John_Smith,1,0,3,1,3_12_3,25,21,3/21/2022,3/25/2022
237,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-03-28 05:00:00,2022-03-28 09:30:00,2022-03-28 05:00:46,2022-03-28 15:58:37,,Complete Real Time,2022-03-28 05:00:00,2022-03-28 09:30:00,0,13,28,3,2022,5,270.0,657.85,0.7666666666666667,388.6166666666667,6.464166666666667,18.0,387.85,5_John_Smith,3,1,3,1,3_13_3,31,28,3/28/2022,3/31/2022
239,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-03-29 05:00:00,2022-03-29 09:30:00,2022-03-29 05:01:26,2022-03-29 09:30:13,,Complete Real Time,2022-03-29 05:00:00,2022-03-29 09:30:00,1,13,29,3,2022,5,270.0,268.78333333333336,1.4333333333333333,0.21666666666666667,-0.020277777777777336,18.0,-1.2166666666666401,5_John_Smith,1,0,3,1,3_13_3,31,28,3/28/2022,3/31/2022
241,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-03-30 05:00:00,2022-03-30 09:30:00,2022-03-30 05:00:27,2022-03-31 04:53:50,,Complete Real Time,2022-03-30 05:00:00,2022-03-30 09:30:00,2,13,30,3,2022,5,270.0,1433.3833333333334,0.45,1163.8333333333333,19.389722222222225,18.0,1163.3833333333334,5_John_Smith,1,0,3,1,3_13_3,31,28,3/28/2022,3/31/2022
243,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-03-31 05:00:00,2022-03-31 09:30:00,2022-03-31 04:54:39,2022-03-31 17:04:38,,Complete Real Time,2022-03-31 05:00:00,2022-03-31 09:30:00,3,13,31,3,2022,5,270.0,729.9833333333333,-5.35,454.6333333333333,7.666388888888889,18.0,459.98333333333335,5_John_Smith,1,0,3,1,3_13_3,31,28,3/28/2022,3/31/2022
245,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-04-01 05:00:00,2022-04-01 10:00:00,2022-04-01 05:01:15,2022-04-01 16:50:45,,Complete Real Time,2022-04-01 05:00:00,2022-04-01 10:00:00,4,13,1,4,2022,5,300.0,709.5,1.25,410.75,6.825,20.0,409.5,5_John_Smith,1,0,3,1,4_13_3,1,1,4/1/2022,4/1/2022
251,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-04-04 05:00:00,2022-04-04 09:30:00,2022-04-04 04:58:40,2022-04-04 21:00:46,,Complete Real Time,2022-04-04 05:00:00,2022-04-04 09:30:00,0,14,4,4,2022,5,270.0,962.1,-1.3333333333333333,690.7666666666667,11.535,18.0,692.1,5_John_Smith,3,1,3,1,4_14_3,8,4,4/4/2022,4/8/2022
253,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-04-05 05:00:00,2022-04-05 09:30:00,2022-04-05 05:12:26,2022-04-05 16:50:32,,Complete Real Time,2022-04-05 05:00:00,2022-04-05 09:30:00,1,14,5,4,2022,5,270.0,698.1,12.433333333333334,440.53333333333336,7.135000000000001,18.0,428.1,5_John_Smith,1,0,3,1,4_14_3,8,4,4/4/2022,4/8/2022
255,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-04-06 05:00:00,2022-04-06 09:30:00,2022-04-06 05:01:21,2022-04-06 20:54:49,,Complete Real Time,2022-04-06 05:00:00,2022-04-06 09:30:00,2,14,6,4,2022,5,270.0,953.4666666666667,1.35,684.8166666666667,11.391111111111112,18.0,683.4666666666667,5_John_Smith,1,0,3,1,4_14_3,8,4,4/4/2022,4/8/2022
257,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-04-07 05:00:00,2022-04-07 09:30:00,2022-04-07 05:34:48,2022-04-07 16:50:48,,Complete Real Time,2022-04-07 05:00:00,2022-04-07 09:30:00,3,14,7,4,2022,5,270.0,676.0,34.8,440.8,6.766666666666667,18.0,406.0,5_John_Smith,1,0,3,1,4_14_3,8,4,4/4/2022,4/8/2022
259,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-04-08 05:00:00,2022-04-08 10:00:00,2022-04-08 05:05:23,2022-04-08 16:50:45,,Complete Real Time,2022-04-08 05:00:00,2022-04-08 10:00:00,4,14,8,4,2022,5,300.0,705.3666666666667,5.383333333333334,410.75,6.756111111111111,20.0,405.3666666666667,5_John_Smith,1,0,3,1,4_14_3,8,4,4/4/2022,4/8/2022
265,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-04-11 05:00:00,2022-04-11 09:30:00,2022-04-11 05:01:02,2022-04-11 16:50:57,,Complete Real Time,2022-04-11 05:00:00,2022-04-11 09:30:00,0,15,11,4,2022,5,270.0,709.9166666666666,1.0333333333333334,440.95,7.331944444444444,18.0,439.91666666666663,5_John_Smith,3,1,3,1,4_15_3,15,11,4/11/2022,4/15/2022
267,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-04-12 05:00:00,2022-04-12 09:30:00,2022-04-12 05:00:41,2022-04-12 09:30:53,,Complete Real Time,2022-04-12 05:00:00,2022-04-12 09:30:00,1,15,12,4,2022,5,270.0,270.2,0.6833333333333333,0.8833333333333333,0.003333333333333144,18.0,0.19999999999998863,5_John_Smith,1,0,3,1,4_15_3,15,11,4/11/2022,4/15/2022
269,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-04-13 05:00:00,2022-04-13 09:30:00,2022-04-13 05:01:15,2022-04-13 11:36:39,,Complete Real Time,2022-04-13 05:00:00,2022-04-13 09:30:00,2,15,13,4,2022,5,270.0,395.4,1.25,126.65,2.0899999999999994,18.0,125.39999999999998,5_John_Smith,1,0,3,1,4_15_3,15,11,4/11/2022,4/15/2022
271,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-04-14 05:00:00,2022-04-14 09:30:00,2022-04-14 05:01:09,2022-04-14 09:40:39,,Complete Real Time,2022-04-14 05:00:00,2022-04-14 09:30:00,3,15,14,4,2022,5,270.0,279.5,1.15,10.65,0.15833333333333333,18.0,9.5,5_John_Smith,1,0,3,1,4_15_3,15,11,4/11/2022,4/15/2022
273,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-04-15 05:00:00,2022-04-15 10:00:00,2022-04-15 05:00:21,2022-04-15 16:50:46,,Complete Real Time,2022-04-15 05:00:00,2022-04-15 10:00:00,4,15,15,4,2022,5,300.0,710.4166666666666,0.35,410.76666666666665,6.840277777777777,20.0,410.41666666666663,5_John_Smith,1,0,3,1,4_15_3,15,11,4/11/2022,4/15/2022
279,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-04-18 05:00:00,2022-04-18 09:30:00,2022-04-18 05:00:49,2022-04-18 16:51:38,,Complete Real Time,2022-04-18 05:00:00,2022-04-18 09:30:00,0,16,18,4,2022,5,270.0,710.8166666666667,0.8166666666666667,441.6333333333333,7.346944444444445,18.0,440.8166666666667,5_John_Smith,3,1,3,1,4_16_3,22,18,4/18/2022,4/22/2022
281,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-04-19 05:00:00,2022-04-19 09:30:00,2022-04-19 04:51:32,2022-04-19 16:50:47,,Complete Real Time,2022-04-19 05:00:00,2022-04-19 09:30:00,1,16,19,4,2022,5,270.0,719.25,-8.466666666666667,440.78333333333336,7.4875,18.0,449.25,5_John_Smith,1,0,3,1,4_16_3,22,18,4/18/2022,4/22/2022
